en,ml
messenger,പട്ടത്തിലേക്ക് നൂല്‍വഴി അയയ്ക്കുന്ന കടലാസ്
messenger,സന്ദേശവാഹകന്‍
mushroom,കുമിള്‍
mushroom,കൂണ്
mushroom,അല്പനാളില്‍ വലിയ സ്ഥിതി പ്രാപിച്ചവന്‍
Messrs,അനേകം ആളുകളുളള കമ്പനികളെയും മറ്റുംസംബോധന ചെയ്യുമ്പോള്‍ ഉപയോഗിക്കുന്ന പദം
met,എതിരേറ്റു
met,കണ്ടു
met,കണ്ടുമുട്ടി
music,സംഗീതം
music,രാഗം
music,ഗാനം
metal,ലോഹം
metal,ചരല്‍
metal,ധാതു
musical,സംഗീതവുമായി ബന്ധമുളള
musical,സംഗീതരസമുളള
musical,സംഗീതതത്പരനായ
music-hall,സംഗീത നൃത്ത നാടകവേദി
metaphor,രൂപകാലങ്കാരം
metaphor,ഭാവാര്‍ത്ഥം
metaphor,സാദൃശ്യം
musician,ഗായകന്‍
musician,സംഗീതജ്ഞന്‍
musician,ഭാഗവതര്‍
meteor,കൊളളിമീന്‍
meteor,വീഴ്നക്ഷത്രം
meteor,ഉല്ക്ക
musket,കൈതോക്ക്
musket,ചെറുതോക്ക്
musket,തോക്ക്
musket,പഴയ രീതിയുളള ഒരിനം തോക്ക്
meteorology,കാലാവസ്ഥാപഠനം
meteorology,അന്തരീക്ഷവിജ്ഞാനീയം
muslin,മസ്ലിന്‍ തുണി
meter,വൈദ്യുതി
meter,ജലം മുതലായവ അളക്കുന്നതിനുളള ഉപകരണം
meter,മാപിനി
meter,മാപകയന്ത്രം
must,വേണം
must,ആയിരിക്കണം
must,കൂടിയേ കഴിയൂ
method,ക്രമം
method,മാര്‍ഗ്ഗം
method,സമ്പ്രദായം
mustard,കടുകുചെടി
mustard,കടുക്
mustard,മഞ്ഞയും തവിട്ടുനിറവും കലര്‍ന്ന നിറം
muster,സംഗ്രഹിക്കുക
muster,കൂട്ടിച്ചേര്‍ക്കുക
muster,ധൈര്യം
muster,ശക്തി മുതലായവ സംഭരിക്കുക
muster,
metre,വൃത്തം
metre,രീതി
metre,രാഗം
metre,അളവ്
metre,നീളം
musty,പഴകിയ
musty,പഴക്കം ചുവയ്ക്കുന്ന
musty,ജാള്യതയുളള
mute,മൂകന്‍
mute,ഊമ
mute,ഉച്ചാരണമില്ലാത്ത വ്യജ്ഞനാക്ഷരം
mutilate,കൈയോ കാലോ മുറിച്ചുകളയുക
mutilate,അംഗഹീനമാക്കുക
mutilate,ബുക്കിലെ ഷീറ്റ്മാറ്റി ഉപയോഗശൂന്യമാക്കുക
metropolis,തലസ്ഥാനം
metropolis,രാജധാനി
metropolis,പ്രവര്‍ത്തനകേന്ദ്രം
metropolis,ഇടവകയിലെ ആസ്ഥാനനഗരം
mutilation,അംഗച്ഛേദം
mutinous,കല്പന ധിക്കരിക്കുന്ന
mutinous,എതിര്‍ക്കുന്ന
mettle,പൗരുഷം
mettle,ഉത്സാഹം
mettle,പ്രഭാവം
mettle,ധൈര്യം
mutiny,കല്‍പ്പന ലംഘിക്കുക
mutiny,മത്സരിക്കുക
mutiny,അധികാരികളോട് കലഹിക്കുക
mica,അഭ്രം
mica,ലോഹക്കല്ല്
mutter,അസ്പഷ്ടമായി സംസാരിക്കുക
mutter,പിറുപിറുക്കുക
mutter,താണ ശബ്ദത്തില്‍ പറയുക
microbe,രോഗാണു
microbe,ജീവാണു
microbe,രോഗജനകൃമി
mutton,ആട്ടിറച്ചി
mutton,അജമാംസം
mutton,ആട്
microphone,ഉച്ചാഭാഷിണി
microphone,ഒലിപെരുക്കി
microphone,നാദവികാസിനി
mutual,തമ്മില്‍തമ്മിലുളള
mutual,പരസ്പരമായ
mutual,പൊതുവായ
microscope,ഭൂതക്കണ്ണാടി
microscope,സൂക്ഷ്മദര്‍ശനയന്ത്രം
microscope,സൂക്ഷ്മവസ്തുക്കളെ വലുതാക്കി കാണിക്കുന്ന ഉപകരണം
muzzle,ഒരു മൃഗത്തിന്റെ മൂക്കും വായും ഉള്‍പ്പെടുന്ന കൂര്‍ത്ത മൂഖഭാഗം
muzzle,തോക്ക്വായ്
muzzle,വായ്പ്പൂട്ട്
my,എന്റെ
my,എനിക്കുളള
myriad,അസംഖ്യം
myriad,അനവധി
myriad,പതിനായിരം
mysterious,രഹസ്യമായ
mysterious,ദുര്‍ഗ്രാഹ്യമായ
mysterious,ഗൂഢമായ
mystery,രഹസ്യം
mystery,ഗൂഢത
mystery,അജ്ഞാതവസ്തു
mystic,അഗോചര
mystic,ഗൂഢ
mystic,രഹസ്യനിഗുഢമായ
mystic,ഗുപ്തമായ
mystic,ഗഹനമായ
mystical,ഗൂഢ
mystical,രഹസ്യ
mysticism,യോഗാത്മകത്വം
mysticism,രഹസ്യവാദം
mysticism,നിഗൂഢാത്മകത്വം
mystify,നിഗൂഢമാക്കുക
mystify,അജ്ഞാതമായ അവസ്ഥയിലാക്കുക
myth,ഗൂഢാര്‍ത്ഥകഥ
myth,ഇതിഹാസം
myth,കാല്പനികകഥ
mythical,അയാഥാര്‍ത്ഥമായ
mythical,പുരാണകഥകളെ സംബന്ധിച്ച
mythological,പൗരാണികസങ്കല്‍പ്പമുളള
mythological,കാല്പനികമായ
mythological,ഇതിഹാസസംബന്ധമായ
mythologist,പൗരാണികന്‍
mythologist,പുരാണകഥാനിപുണന്‍
mythologist,പുരാണം നല്ലപോലെ അറിയുന്നവന്‍
mythology,പുരാണങ്ങള്‍
mythology,പുരാണപഠനം
mythology,പുരാണേതിഹാസങ്ങള്‍
narcotic,ദോഷകരമായ ഔഷധം
narcotic,മയക്കുമരുന്ന്
narcotic,വേദനസംഹാരി
Na,സോഡിയത്തിന്റെ പ്രതീകം
nadir,അധോഭാഗം
nadir,പാതാളം
nadir,നീചാവസ്ഥ
nag,സദാ കുറ്റപ്പെടുത്തുന്ന
nag,നിരന്തരം ശല്യം ചെയ്യുക
nail,തറയ്ക്കുന്ന ആണി
nail,നഖം
nail,പക്ഷിനഖം
naked,നഗ്നമായ
naked,വസ്ത്രഹീനമായ
naked,തനിരൂപത്തിലുളള
naked,ഒന്നും ചേര്‍ക്കാത്ത
nakedness,നഗ്നത
name,പേര്
name,നാമം
name,കീര്‍ത്തി
name,പ്രശസ്തി
name,പേരുപറയുക
name,കൃത്യമായി പ്രഖ്യാപിക്കുക
name,ഒരു സ്ഥാനത്തേക്ക് തിരഞ്ഞെടുക്കുക
namely,അതായത്
namely,എന്നുവച്ചാല്‍
namely,എന്തെന്നാല്‍
namesake,ഒരേ പേരുളളവന്‍
namesake,ഏകനാമകന്‍
namesake,ഏകനാമധാരി
namesake,അതേ പേരുകാരന്‍
nap,മയക്കം
nap,അല്പനേരത്തെ ഉറക്കം
nap,കൊച്ചുറക്കം
nap,ലഘുനിദ്ര
napalm,ദ്രാവകങ്ങള്‍ കൊഴുപ്പിക്കുവാന്‍ നാഫ്ത്തനിക് ആസിഡ്
napalm,അലൂമിനിയം
napalm,മറ്റു ചില ആസിഡുകള്‍ മുതലായവ ചേര്‍ത്തുണ്ടാക്കുന്ന ഒരു സാധനം
napalm,ആഗ്നേയ ബോംബുനിര്‍മ്മാണത്തില്‍ ഉപയോഗിക്കാന്‍ ഇതില്‍നിന്നും ഉണ്ടാക്കി എടുക്കുന്ന ഒരുതം പെട്രോള്‍
napalm,ബോംബുകളില്‍ ഉപയോഗിക്കുന്നതും ഉഗ്രമായി കത്തുന്നതുമായ പെട്രോളിയം കുഴമ്പ്
nape,പുറങ്കഴുത്ത്
nape,കഴുത്തിന്റെ പിന്‍ഭാഗം
nape,കഴുത്തിന്റെ പിന്‍പുറം
napkin,ഭക്ഷണം കഴിച്ചതിനുശേഷം കൈ
napkin,ചുണ്ട് മുതലായവ വൃത്തിയാക്കുന്നതിന് ഉപയോഗിക്കുന്ന ചതുരാകൃതിയിലുളള ഒരു തുണിക്കഷണം അഥവാ കടലാസ്
napkin,ഒരു കുട്ടിയുടെ ശരീരത്തില്‍നിന്നും പുറത്തുവരുന്ന മലം
napkin,മൂത്രം മുതലായവ പിടിക്കുന്നതിനുപയോഗിക്കുന്ന വസ്ത്രം
napkin,കുട്ടികളുടെ ടവല്‍
napkin,ആവര്‍ത്തവസമയത്ത് രക്തം വലിച്ചെടുക്കുവാന്‍ കഴിവുളള ഒരു പാഡ് (തുണി)
napkin,കൈലേസ്
napkin,തൂവാല
narrate,പറയുക
narrate,വിവരിച്ചുപറയുക
narrate,വിസ്തരിച്ചെഴുതുക
narrative,വിവരണപരമായ
narrative,കഥാരൂപത്തിലുള്ള
narrow,സങ്കുചിതമായ
narrow,പരിമിതമായ
narrowly,കഷ്ടിച്ച്
narrowly,കൃത്യമായി
narrowly,സൂക്ഷ്മമായി
narrow-minded,സങ്കുചിത മനസ്സുളള
narrow-minded,ഇടുങ്ങിയ മനഃസ്ഥിതിയുളള
narrow-minded,സ്വാര്‍ത്ഥയുളള
nasal,മൂക്കിനെ സംബന്ധിച്ച
nasty,സുഖകരമല്ലാത്ത
nasty,അപ്രിയമായ
nasty,മോശമായ
nasty,അരോചകമായ
natal,ജനനാലുളള
natal,ജനനം മുതല്‍ക്കുളള
natal,ജന്മവിഷയകമായ
nation,രാഷ്ട്രം
nation,ജനത
nation,സമൂഹം
national,ദേശസംബന്ധിയായ
national,ദേശീയമായ
nationalism,ദേശഭക്തി
nationalism,സ്വരാജ്യസ്നേഹം
nationalism,ദേശീയവാദം
nationalist,സ്വരാജ്യസ്നേഹി
nationalist,ദേശീയവാദി
nationality,പൗരത്വം
nationality,ദേശീയത
nationality,ഒരു പ്രത്യേക വിഭാഗം ജനങ്ങള്‍
nationality,ദേശനിവാസികള്‍
nationality,ദേശസ്നേഹം
nationalization,ദേശസാല്‍ക്കരണം
nationalize,ദേശീയമാക്കുക
nationalize,ദേശസാത്കരിക്കുക
nationalize,പൊതുവുടമയിലാക്കുക
native,നൈസര്‍ഗ്ഗികമായ
native,സഹജമായ
native,വിദേശീയനല്ലാത്ത
native,സ്വതഃസിദ്ധമായ
nativity,ജനനം
nativity,ജന്മസ്ഥലം
natural,പ്രകൃത്യാ ഉളള
natural,പ്രതീക്ഷിക്കാവുന്ന
natural,സ്വാഭാവികമായ
naturalist,പ്രകൃതിശാസ്ത്രപണ്ഡിതന്‍
naturalization,വിദേശിക്കു പൗരത്വം നല്‍കല്‍
naturalize,വിദേശിക്കു പൗരാവകാശം നല്‍കുക
naturally,സിദ്ധമായി
naturally,പ്രകൃത്യാ
naturally,സ്വാഭാവികമായി
nature,പ്രകൃതി
nature,പ്രപഞ്ചം
nature,സ്വഭാവം
nature,ഇനം
naught,ശൂന്യം
naught,പൂജ്യം
naught,ഒന്നുമില്ലായ്മ
naughtiness,കുസൃതി
naughty,വികൃതിയായ
